Virus	Length	Genes	Viral_Genes	Host_Genes	Provirus	Group	Hallmark_Genes	Viral_Family	Vibrant	Host_MAG	Host_Class
D2_3737371||	2799	4	0	0	No	dsDNAphage	0	Unknown	Yes	00034-contigs	Gammaproteobacteria
D2_7671099||	2799	4	1	0	No	dsDNAphage	1	Unknown	Yes	None	None
D2_966675||	2799	3	0	2	No	ssDNA	0	Unknown	No	00020-contigs	Cyanobacteriia
D3_5540171||	2799	4	0	0	No	ssDNA	0	Unknown	Yes	00065-contigs	Gammaproteobacteria
D4_2443199||	2799	4	1	0	No	dsDNAphage	1	Unknown	Yes	00003-contigs	Bacteroidia
D4_5447953||	2799	5	0	0	No	ssDNA	0	Unknown	Yes	None	None
D1_4277401||	2798	4	0	1	No	ssDNA	0	Unknown	Yes	00014-contigs	Cyanobacteriia
D1_5722134||	2798	3	1	0	No	ssDNA	0	Unknown	No	None	None
D2_6336740||	2798	7	2	1	No	dsDNAphage	0	Podoviridae	Yes	00020-contigs	Cyanobacteriia
D2_7641775||	2798	3	2	0	No	dsDNAphage	0	Unknown	No	None	None
D3_4773275||	2798	2	2	0	No	dsDNAphage	2	Unknown	No	00005-contigs	Bacteroidia
D3_9387717||	2798	3	1	0	No	dsDNAphage	1	Myoviridae	No	None	None
D1_3338797||	2797	7	1	0	No	dsDNAphage	1	Unknown	Yes	None	None
D2_6009794||	2797	9	1	3	Yes	dsDNAphage	1	Unknown	No	00002-contigs	Gammaproteobacteria
D3_1336512||	2797	10	1	0	No	dsDNAphage	0	Unknown	Yes	None	None
D3_3175611||	2797	3	0	0	No	ssDNA	0	Unknown	No	00064-contigs	Cyanobacteriia
D1_5590288||	2796	4	0	0	No	dsDNAphage	0	Unknown	Yes	00047-contigs	Gammaproteobacteria
D2_6758986||	2796	3	0	0	No	ssDNA	0	Unknown	No	00057-contigs	Cyanobacteriia
D3_4064001||	2796	6	1	0	No	dsDNAphage	1	Unknown	Yes	None	None
D3_5891724||	2796	6	1	0	No	dsDNAphage	0	Unknown	Yes	None	None
D4_1210407||	2796	5	1	0	No	dsDNAphage	0	Unknown	Yes	None	None
D4_3174305||	2796	6	0	0	No	ssDNA	0	Unknown	Yes	00010-contigs	Bacteroidia
D4_365821||	2796	4	0	0	No	ssDNA	0	Unknown	Yes	None	None
D4_5584985||	2796	2	1	0	No	dsDNAphage	1	Unknown	No	None	None
D1_1767204||	2795	6	2	0	No	dsDNAphage	2	Unknown	Yes	None	None
D1_2432271||	2795	6	0	0	No	dsDNAphage	0	Unknown	Yes	None	None
D2_7405352||	2795	3	0	0	No	dsDNAphage	0	Unknown	No	None	None
D3_4047827||	2795	5	0	0	No	dsDNAphage	0	Unknown	Yes	None	None
D4_3869889||	2795	2	0	0	No	ssDNA	0	Unknown	No	00056-contigs	Cyanobacteriia
D4_5799973||	2795	4	0	0	No	ssDNA	0	Unknown	Yes	None	None
D2_153767||	2794	5	0	0	No	ssDNA	0	Unknown	Yes	None	None
D2_3362160||	2794	3	0	0	No	ssDNA	0	Unknown	No	None	None
D2_3638977||	2794	5	0	0	No	ssDNA	0	Unknown	Yes	None	None
D2_6385863||	2794	4	1	0	No	dsDNAphage	1	Unknown	Yes	None	None
D1_3097779||	2793	4	0	0	No	ssDNA	0	Unknown	Yes	None	None
D1_4995155||	2793	3	0	0	No	dsDNAphage	0	Unknown	No	00010-contigs	Phycisphaerae
D2_273557||	2793	4	0	0	No	dsDNAphage	1	Unknown	Yes	00056-contigs	Gammaproteobacteria
D2_4013999||	2793	4	1	0	No	ssDNA	0	Unknown	Yes	00011-contigs	Alphaproteobacteria
D2_5891566||	2793	3	0	0	No	ssDNA	0	Unknown	No	00045-contigs	Alphaproteobacteria
D2_7674959||	2793	4	0	0	No	dsDNAphage	0	Unknown	Yes	None	None
D2_915231||	2793	3	1	0	No	ssDNA	0	Unknown	No	None	None
D3_2884675||	2793	4	1	0	No	ssDNA	0	Myoviridae	Yes	00052-contigs	Alphaproteobacteria
D3_3786735||	2793	4	0	0	No	ssDNA	0	Unknown	Yes	00053-contigs	Alphaproteobacteria
D3_6519609||	2793	7	1	0	No	dsDNAphage	1	Unknown	Yes	00014-contigs	Bacteroidia
D4_1342248||	2793	5	2	0	No	ssDNA	0	Unknown	Yes	None	None
D4_4653954||	2793	4	0	0	No	ssDNA	0	Unknown	Yes	00028-contigs	Bacteroidia
D4_5640905||	2793	5	0	2	No	dsDNAphage	0	Unknown	No	None	None
D1_2777263||	2792	4	1	0	No	ssDNA	0	Unknown	Yes	00009-contigs	Bacteroidia
D1_3724617||	2792	3	1	0	No	ssDNA	0	Unknown	No	None	None
D2_2705893||	2792	4	1	0	No	ssDNA	0	Myoviridae	Yes	None	None
D2_711976||	2792	3	2	0	No	dsDNAphage	1	Unknown	No	00020-contigs	Cyanobacteriia
D3_2724569||	2792	6	0	0	No	ssDNA	0	Unknown	Yes	None	None
D3_4014586||	2792	3	0	0	No	ssDNA	0	Unknown	No	None	None
D3_9313834||	2792	6	2	0	No	dsDNAphage	0	Unknown	Yes	00008-contigs	Alphaproteobacteria
D1_4478193||	2791	3	0	1	No	ssDNA	0	Unknown	No	00032-contigs	Bacteroidia
D2_1875319||	2791	6	2	0	No	dsDNAphage	0	Unknown	Yes	None	None
D2_6594432||	2791	3	0	0	No	dsDNAphage	0	Podoviridae	No	None	None
D3_4398768||	2791	8	1	0	No	dsDNAphage	0	Unknown	Yes	None	None
D4_3954806||	2791	4	0	0	No	dsDNAphage	0	Unknown	Yes	None	None
D1_1132724||	2790	2	0	0	No	ssDNA	0	Unknown	No	00015-contigs	Bacteroidia
D1_158217||	2790	2	0	2	No	ssDNA	0	Unknown	No	00013-contigs	UBA11346
D2_4018660||	2790	6	2	0	No	ssDNA	0	Unknown	Yes	None	None
D2_6649772||	2790	8	0	0	No	dsDNAphage	0	Unknown	Yes	None	None
D4_6020735||	2790	4	0	0	No	dsDNAphage	1	Unknown	Yes	None	None
D1_277646||	2789	2	0	0	No	ssDNA	0	Unknown	No	None	None
D2_1925480||	2789	6	0	0	No	dsDNAphage	0	Unknown	Yes	None	None
D2_8022307||	2789	3	0	0	No	dsDNAphage	1	Unknown	No	None	None
D3_3497289||	2789	5	0	0	No	ssDNA	0	Unknown	Yes	None	None
D3_4524928||	2789	2	0	0	No	ssDNA	0	Unknown	No	None	None
D3_6417012||	2789	4	0	0	No	dsDNAphage	0	Unknown	Yes	None	None
D4_1724243||	2789	3	2	0	No	dsDNAphage	0	Unknown	No	None	None
D2_1653286||	2788	2	2	0	No	dsDNAphage	0	Unknown	No	00011-contigs	Alphaproteobacteria
D2_2356880||	2788	4	0	0	No	dsDNAphage	1	Unknown	Yes	None	None
D2_2747969||	2788	4	1	0	No	ssDNA	0	Unknown	Yes	00034-contigs	Gammaproteobacteria
D3_3490257||	2788	5	1	0	No	dsDNAphage	1	Unknown	Yes	00005-contigs	Bacteroidia
D3_4789517||	2788	1	1	0	No	dsDNAphage	1	Unknown	No	00022-contigs	Bacteroidia
D3_8764331||	2788	4	1	0	No	ssDNA	0	Unknown	Yes	None	None
D4_1365946||	2788	5	0	0	No	ssDNA	0	Unknown	Yes	None	None
D4_1556941||	2788	11	1	0	No	dsDNAphage	0	Unknown	Yes	None	None
D1_1588378||	2787	4	2	0	No	dsDNAphage	1	Unknown	Yes	None	None
D2_6554726||	2787	3	0	0	No	ssDNA	0	Unknown	No	None	None
D3_5208949||	2787	3	0	0	No	ssDNA	0	Unknown	No	00039-contigs	Cyanobacteriia
D3_8737883||	2787	2	0	1	No	dsDNAphage	2	Unknown	No	None	None
D4_5153499||	2787	8	0	0	No	dsDNAphage	0	Unknown	Yes	None	None
D1_2168011||	2786	5	3	0	No	ssDNA	0	Unknown	Yes	00014-contigs	Cyanobacteriia
D2_1684709||	2786	7	1	0	No	dsDNAphage	0	Unknown	Yes	00004-contigs	Bacteroidia
D2_6770878||	2786	5	3	0	No	dsDNAphage	4	Myoviridae	Yes	None	None
D3_8871986||	2786	4	0	0	No	ssDNA	0	Unknown	Yes	None	None
D1_1445945||	2785	2	0	0	No	ssDNA	0	Unknown	No	None	None
D1_3093072||	2785	5	3	0	No	ssDNA	0	Unknown	Yes	None	None
D2_113840||	2785	3	0	0	No	ssDNA	0	Unknown	No	00001-contigs	Gammaproteobacteria
D2_6629017||	2785	2	1	0	No	dsDNAphage	2	Unknown	No	None	None
D3_3423993||	2785	7	0	0	No	dsDNAphage	0	Unknown	Yes	00048-contigs	Cyanobacteriia
D3_4207314||	2785	7	1	1	Yes	dsDNAphage	0	Unknown	Yes	None	None
D3_5748305||	2785	5	2	0	No	dsDNAphage	0	Myoviridae	Yes	None	None
D4_2045590||	2785	5	1	0	No	ssDNA	0	Unknown	Yes	None	None
D4_5534359||	2785	4	1	0	No	ssDNA	0	Unknown	Yes	None	None
D1_3637163||	2784	4	1	0	No	ssDNA	0	Unknown	Yes	None	None
D3_1457103||	2784	3	0	0	No	dsDNAphage	0	Unknown	No	None	None
D3_5475322||	2784	4	1	0	No	ssDNA	0	Unknown	Yes	00009-contigs	UBA11346
D3_9022922||	2784	2	0	1	No	ssDNA	0	Unknown	No	None	None
D4_1107049||	2784	5	3	0	No	dsDNAphage	2	Unknown	Yes	None	None
D1_3130251||	2783	5	3	0	No	ssDNA	0	Unknown	Yes	00036-contigs	Alphaproteobacteria
D1_5001339||	2783	6	2	0	No	ssDNA	0	Unknown	Yes	00014-contigs	Cyanobacteriia
D2_678850||	2783	5	0	0	No	dsDNAphage	0	Unknown	Yes	None	None
D2_8091387||	2783	4	0	0	No	ssDNA	0	Unknown	Yes	00002-contigs	Gammaproteobacteria
D3_7579319||	2783	7	0	0	No	dsDNAphage	0	Unknown	Yes	None	None
D4_2106610||	2783	5	1	0	No	dsDNAphage	0	Siphoviridae	Yes	None	None
D4_5847635||	2783	3	0	0	No	ssDNA	0	Unknown	No	00010-contigs	Bacteroidia
D2_1306361||	2782	3	0	0	No	ssDNA	0	Unknown	No	None	None
D2_2421812||	2782	3	1	0	No	ssDNA	0	Unknown	No	None	None
D3_10114332||	2782	5	0	0	No	ssDNA	0	Unknown	Yes	None	None
D3_4443499||	2782	2	0	0	No	dsDNAphage	1	Unknown	No	None	None
D3_6867907||	2782	3	0	0	No	ssDNA	0	Unknown	No	00011-contigs	Bacteroidia
D3_8533260||	2782	7	1	0	No	dsDNAphage	0	Unknown	Yes	00006-contigs	Alphaproteobacteria
D4_4004462||	2782	3	0	0	No	ssDNA	0	Unknown	No	None	None
D1_2626508||	2781	10	2	0	No	dsDNAphage	0	Myoviridae	Yes	00009-contigs	Bacteroidia
D2_4038344||	2781	5	0	0	No	ssDNA	0	Unknown	Yes	00020-contigs	Cyanobacteriia
D2_4738270||	2781	7	2	0	No	dsDNAphage	0	Unknown	Yes	None	None
D3_9709404||	2781	2	1	0	No	ssDNA	0	Herelleviridae	No	None	None
D3_9962018||	2781	2	1	0	No	dsDNAphage	1	Unknown	No	None	None
D4_230305||	2781	4	0	0	No	dsDNAphage	0	Siphoviridae	Yes	00056-contigs	Cyanobacteriia
D2_1342989||	2780	4	0	0	No	ssDNA	0	Myoviridae	Yes	None	None
D2_3257485||	2780	5	1	1	Yes	dsDNAphage	2	Unknown	Yes	None	None
D2_35391||	2780	2	0	0	No	dsDNAphage	0	Unknown	No	None	None
D2_6852018||	2780	3	0	0	No	ssDNA	0	Unknown	No	00023-contigs	Alphaproteobacteria
D3_4496351||	2780	5	0	0	No	dsDNAphage	0	Unknown	Yes	None	None
D4_1293388||	2780	5	3	0	No	ssDNA	0	Unknown	Yes	None	None
D4_3497075||	2780	2	0	1	No	ssDNA	0	Unknown	No	00032-contigs	Cyanobacteriia
D4_4885207||	2780	7	3	0	No	dsDNAphage	1	Unknown	Yes	None	None
D4_5576967||	2780	4	0	0	No	ssDNA	0	Unknown	Yes	00016-contigs	Phycisphaerae
D2_6009732||	2779	3	3	0	No	ssDNA	0	Autographiviridae	No	None	None
D2_8196022||	2779	3	3	0	No	dsDNAphage	2	Unknown	No	00011-contigs	Alphaproteobacteria
D3_4436519||	2779	4	0	0	No	dsDNAphage	1	Myoviridae	Yes	None	None
D3_74717||	2779	7	1	0	No	dsDNAphage	0	Unknown	Yes	00039-contigs	Cyanobacteriia
D1_1412398||	2778	3	0	0	No	ssDNA	0	Unknown	No	None	None
D1_4051375||	2778	4	2	0	No	dsDNAphage	1	Siphoviridae	Yes	00009-contigs	Bacteroidia
D2_5157181||	2778	4	2	0	No	ssDNA	0	Myoviridae	Yes	None	None
D2_8571206||	2778	5	1	0	No	ssDNA	1	Unknown	Yes	None	None
D3_2176444||	2778	7	1	0	No	ssDNA	0	Unknown	Yes	None	None
D3_4235311||	2778	5	1	0	No	dsDNAphage	1	Unknown	Yes	None	None
D3_7003862||	2778	3	0	0	No	dsDNAphage	0	Unknown	No	None	None
D4_2727657||	2778	3	1	0	No	ssDNA	0	Unknown	No	None	None
D1_38521||	2777	4	0	0	No	ssDNA	0	Unknown	Yes	00015-contigs	Bacteroidia
D1_4372962||	2777	7	1	0	No	dsDNAphage	0	Unknown	Yes	None	None
D2_1882095||	2777	3	0	0	No	ssDNA	0	Unknown	No	00020-contigs	Cyanobacteriia
D2_3677108||	2777	4	0	0	No	dsDNAphage	0	Unknown	Yes	None	None
D2_392170||	2777	1	1	0	No	dsDNAphage	1	Siphoviridae	No	00020-contigs	Cyanobacteriia
D2_7399517||	2777	6	0	0	No	ssDNA	0	Unknown	Yes	None	None
D3_2081825||	2777	8	0	0	No	dsDNAphage	0	Unknown	Yes	00048-contigs	Cyanobacteriia
D3_3427975||	2777	4	0	0	No	ssDNA	0	Unknown	Yes	00022-contigs	Bacteroidia
D3_648439||	2777	5	1	0	No	ssDNA	0	Unknown	Yes	None	None
D4_2514962||	2777	5	1	0	No	ssDNA	0	Unknown	Yes	None	None
D1_2026726||	2776	4	1	0	No	ssDNA	0	Unknown	Yes	00009-contigs	Bacteroidia
D1_4384369||	2776	8	1	0	No	dsDNAphage	0	Siphoviridae	Yes	00014-contigs	Cyanobacteriia
D2_3655024||	2776	5	0	0	No	ssDNA	0	Unknown	Yes	None	None
D2_5454549||	2776	2	0	1	No	ssDNA	0	Unknown	No	00054-contigs	Bacteroidia
D2_6912771||	2776	3	2	0	No	ssDNA	0	Unknown	No	00011-contigs	Alphaproteobacteria
D3_4470391||	2776	4	2	0	No	ssDNA	0	Unknown	Yes	None	None
D3_5276215||	2776	5	1	0	No	dsDNAphage	0	Unknown	Yes	00005-contigs	Bacteroidia
D3_5485019||	2776	4	1	0	No	ssDNA	0	Unknown	Yes	None	None
D4_3827094||	2776	3	0	0	No	ssDNA	0	Unknown	No	None	None
D1_3499812||	2775	5	0	0	No	ssDNA	0	Unknown	Yes	None	None
D2_2939474||	2775	2	0	0	No	dsDNAphage	2	Unknown	No	None	None
D3_8289927||	2775	3	0	1	No	ssDNA	0	Unknown	No	00009-contigs	UBA11346
D3_9387118||	2775	4	3	0	No	dsDNAphage	2	Siphoviridae	Yes	None	None
D4_1610620||	2775	3	0	2	No	dsDNAphage	0	Unknown	No	None	None
D1_3906754||	2774	3	1	0	No	dsDNAphage	0	Unknown	No	None	None
D4_727308||	2774	3	0	0	No	dsDNAphage	0	Unknown	No	None	None
D1_3710563||	2773	4	1	0	No	dsDNAphage	0	Unknown	Yes	00048-contigs	Phycisphaerae
D1_5896922||	2773	3	0	0	No	dsDNAphage	0	Unknown	No	00009-contigs	Bacteroidia
D3_1203732||	2773	3	0	0	No	ssDNA	0	Myoviridae	No	00073-contigs	Alphaproteobacteria
D3_292979||	2773	4	0	3	No	ssDNA	0	Unknown	No	00047-contigs	Verrucomicrobiae
D4_3927110||	2773	4	3	0	No	dsDNAphage	0	Unknown	Yes	00039-contigs	Alphaproteobacteria
D4_5325488||	2773	3	0	0	No	dsDNAphage	1	Unknown	No	None	None
D1_4148310||	2772	5	2	0	No	ssDNA	0	Unknown	Yes	00009-contigs	Bacteroidia
D3_2388868||	2772	5	1	0	No	dsDNAphage	1	Podoviridae	Yes	None	None
D3_355642||	2772	4	1	0	No	dsDNAphage	0	Podoviridae	Yes	00034-contigs	Alphaproteobacteria
D4_1137613||	2772	3	1	0	No	dsDNAphage	1	Unknown	No	None	None
D4_1654294||	2772	3	0	0	No	ssDNA	1	Unknown	No	00003-contigs	Bacteroidia
D1_126368||	2771	6	3	0	No	dsDNAphage	0	Unknown	Yes	None	None
D1_1692779||	2771	3	0	0	No	ssDNA	0	Unknown	No	00014-contigs	Cyanobacteriia
D1_3996487||	2771	3	3	0	No	dsDNAphage	1	Myoviridae	No	None	None
D1_5830981||	2771	3	0	0	No	ssDNA	0	Unknown	No	None	None
D3_2514655||	2771	6	2	0	No	dsDNAphage	0	Unknown	Yes	None	None
D3_4199081||	2771	4	0	0	No	dsDNAphage	0	Unknown	Yes	None	None
D4_250052||	2771	3	0	0	No	ssDNA	0	Siphoviridae	No	00056-contigs	Cyanobacteriia
D4_437608||	2771	2	0	0	No	dsDNAphage	1	Unknown	No	00045-contigs	Gammaproteobacteria
D2_1931577||	2770	2	0	0	No	ssDNA	0	Unknown	No	None	None
D2_87930||	2770	3	2	0	No	ssDNA	0	Unknown	No	None	None
D3_4194422||	2770	6	0	0	No	dsDNAphage	0	Unknown	Yes	None	None
D3_4354124||	2770	3	0	0	No	dsDNAphage	1	Unknown	No	00064-contigs	Cyanobacteriia
D4_2927690||	2770	6	2	0	No	ssDNA	0	Unknown	Yes	None	None
D4_4555303||	2770	3	0	0	No	dsDNAphage	1	Unknown	No	None	None
D1_317345||	2769	3	1	0	No	dsDNAphage	1	Unknown	No	00036-contigs	Alphaproteobacteria
D1_3215802||	2769	4	0	0	No	ssDNA	0	Unknown	Yes	None	None
D2_5467134||	2769	1	1	0	No	dsDNAphage	1	Unknown	No	None	None
D2_1158217||	2768	5	2	0	No	ssDNA	0	Unknown	Yes	None	None
D2_1452113||	2768	5	2	0	No	ssDNA	0	Unknown	Yes	None	None
D2_4062298||	2768	2	0	1	No	ssDNA	0	Unknown	No	00062-contigs	Gammaproteobacteria
D2_539581||	2768	5	1	0	No	ssDNA	0	Unknown	Yes	None	None
D3_7097341||	2768	4	2	0	No	dsDNAphage	2	Unknown	Yes	00022-contigs	Bacteroidia
D4_1950577||	2768	3	1	0	No	dsDNAphage	0	Unknown	No	None	None
D4_2848416||	2768	1	0	0	No	dsDNAphage	1	Unknown	No	None	None
D4_5728119||	2768	7	0	0	No	dsDNAphage	0	Unknown	Yes	None	None
D4_950289||	2768	5	3	0	No	dsDNAphage	2	Podoviridae	Yes	00057-contigs	Bacteroidia
D1_16876||	2767	4	4	0	No	dsDNAphage	2	Unknown	Yes	None	None
D1_2042077||	2767	5	1	0	No	dsDNAphage	0	Unknown	Yes	None	None
D1_2738454||	2767	3	0	0	No	ssDNA	0	Unknown	No	00014-contigs	Cyanobacteriia
D1_3127132||	2767	4	0	0	No	ssDNA	0	Unknown	Yes	None	None
D1_360491||	2767	2	0	0	No	ssDNA	0	Unknown	No	00014-contigs	Cyanobacteriia
D2_5966193||	2767	3	0	0	No	ssDNA	0	Unknown	No	None	None
D3_2733375||	2767	6	2	0	No	ssDNA	0	Unknown	Yes	None	None
D3_3030443||	2767	2	0	0	No	dsDNAphage	1	Unknown	No	None	None
D3_9427927||	2767	8	2	0	No	ssDNA	0	Unknown	Yes	None	None
D4_2508178||	2767	4	2	0	No	ssDNA	0	Unknown	Yes	None	None
D4_3130410||	2767	2	0	0	No	ssDNA	0	Unknown	No	00056-contigs	Cyanobacteriia
D1_4650878||	2766	2	0	0	No	ssDNA	0	Unknown	No	00036-contigs	Alphaproteobacteria
D1_938606||	2766	3	0	0	No	dsDNAphage	1	Unknown	No	None	None
D2_503787||	2766	2	0	0	No	ssDNA	0	Unknown	No	00062-contigs	Gammaproteobacteria
D3_5685459||	2766	4	0	1	No	ssDNA	0	Unknown	Yes	None	None
D3_6249689||	2766	2	0	0	No	ssDNA	0	Unknown	No	None	None
D4_5230229||	2766	4	0	0	No	ssDNA	0	Unknown	Yes	None	None
D1_4656154||	2765	4	0	0	No	dsDNAphage	0	Unknown	No	00014-contigs	Cyanobacteriia
D2_7268119||	2765	6	1	0	No	ssDNA	0	Unknown	Yes	None	None
D3_9247301||	2765	4	0	0	No	ssDNA	0	Unknown	Yes	None	None
D3_9994909||	2765	3	0	0	No	ssDNA	0	Unknown	No	00037-contigs	Bacteroidia
D1_1273783||	2764	4	3	0	No	ssDNA	0	Unknown	Yes	None	None
D3_2682203||	2764	4	0	0	No	dsDNAphage	0	Unknown	Yes	None	None
D3_3654073||	2764	5	0	0	No	ssDNA	0	Unknown	Yes	00036-contigs	Gammaproteobacteria
D3_5108918||	2764	4	2	0	No	dsDNAphage	1	Unknown	No	00014-contigs	Bacteroidia
D4_3218904||	2764	3	0	0	No	dsDNAphage	0	Unknown	No	00003-contigs	Bacteroidia
D4_4623695||	2764	4	0	2	No	ssDNA	0	Unknown	Yes	None	None
D2_1826038||	2763	2	1	0	No	dsDNAphage	1	Unknown	No	00011-contigs	Alphaproteobacteria
D3_2558366||	2763	3	0	0	No	ssDNA	0	Unknown	No	00039-contigs	Cyanobacteriia
D3_7704012||	2763	4	0	1	No	ssDNA	0	Unknown	Yes	None	None
D4_3582357||	2763	6	2	0	No	dsDNAphage	1	Unknown	Yes	None	None
D1_175326||	2762	3	0	0	No	dsDNAphage	1	Unknown	No	None	None
D2_5619758||	2762	3	0	2	No	ssDNA	0	Unknown	No	00020-contigs	Cyanobacteriia
D2_6199080||	2762	5	0	0	No	dsDNAphage	0	Unknown	No	00057-contigs	Cyanobacteriia
D2_709968||	2762	5	1	0	No	dsDNAphage	1	Unknown	Yes	None	None
D3_102966||	2762	5	0	0	No	ssDNA	0	Unknown	Yes	00040-contigs	Gammaproteobacteria
D3_7124049||	2762	2	1	0	No	ssDNA	0	Myoviridae	No	00066-contigs	Gracilibacteria
D4_3595788||	2762	3	2	0	No	dsDNAphage	1	Unknown	No	None	None
D4_4206019||	2762	6	0	0	No	dsDNAphage	1	Unknown	Yes	None	None
D1_2030184||	2761	4	0	0	No	ssDNA	0	Unknown	Yes	00032-contigs	Bacteroidia
D3_3110517||	2761	5	0	0	No	ssDNA	0	Unknown	Yes	None	None
D3_4527458||	2761	5	0	0	No	ssDNA	0	Unknown	Yes	None	None
D3_8127698||	2761	7	0	0	No	dsDNAphage	0	Unknown	Yes	None	None
D1_1025013||	2760	2	0	2	No	ssDNA	0	Unknown	No	00021-contigs	Verrucomicrobiae
D1_1119751||	2760	6	0	0	No	dsDNAphage	0	Unknown	Yes	00014-contigs	Cyanobacteriia
D1_317580||	2760	3	0	0	No	ssDNA	0	Unknown	No	00014-contigs	Cyanobacteriia
D2_3054201||	2760	3	0	0	No	ssDNA	0	Unknown	No	00054-contigs	Bacteroidia
D3_1501834||	2760	3	1	0	No	dsDNAphage	1	Unknown	No	00034-contigs	Alphaproteobacteria
D3_3317549||	2760	7	5	0	No	dsDNAphage	3	Unknown	Yes	None	None
D3_4751844||	2760	2	0	2	No	ssDNA	0	Unknown	No	None	None
D3_9433945||	2760	4	0	0	No	ssDNA	0	Unknown	Yes	00008-contigs	Alphaproteobacteria
D4_1777410||	2760	2	1	0	No	dsDNAphage	1	Unknown	No	None	None
D4_2581812||	2760	5	0	0	No	ssDNA	0	Unknown	Yes	None	None
D4_2966840||	2760	4	0	0	No	dsDNAphage	3	Siphoviridae	Yes	00003-contigs	Bacteroidia
D1_1825857||	2759	5	1	0	No	ssDNA	0	Unknown	Yes	None	None
D2_3933247||	2759	3	0	0	No	dsDNAphage	0	Unknown	No	None	None
D2_4727008||	2759	9	1	1	Yes	dsDNAphage	0	Unknown	Yes	None	None
D2_6235773||	2759	5	0	0	No	ssDNA	0	Unknown	Yes	00034-contigs	Gammaproteobacteria
D3_7848452||	2759	2	0	1	No	ssDNA	0	Unknown	No	None	None
D3_8381668||	2759	3	3	0	No	dsDNAphage	1	Unknown	No	None	None
D1_818028||	2758	5	3	0	No	dsDNAphage	2	Unknown	Yes	None	None
D2_6020408||	2758	4	0	1	No	ssDNA	0	Unknown	No	00054-contigs	Bacteroidia
D2_6374_length_2758_cov_7.549348_g2807_i0||	2758	1	1	0	No	RNA	1	Unknown	No	None	None
D2_8102130||	2758	5	0	0	No	dsDNAphage	1	Unknown	Yes	00002-contigs	Gammaproteobacteria
D2_8542071||	2758	5	0	0	No	dsDNAphage	0	Unknown	Yes	None	None
D3_3206086||	2758	4	1	0	No	dsDNAphage	1	Unknown	Yes	None	None
D3_40499||	2758	3	1	0	No	ssDNA	0	Unknown	No	00052-contigs	Alphaproteobacteria
D3_5676409||	2758	2	0	0	No	dsDNAphage	1	Unknown	No	None	None
D3_7324876||	2758	4	0	0	No	ssDNA	0	Unknown	Yes	00011-contigs	Bacteroidia
D4_1901135||	2758	3	0	0	No	dsDNAphage	1	Unknown	No	00020-contigs	Cyanobacteriia
D4_3386585||	2758	4	2	1	Yes	dsDNAphage	2	Siphoviridae	No	None	None
D1_473171||	2757	4	1	0	No	ssDNA	0	Unknown	Yes	None	None
D1_958332||	2757	4	1	0	No	dsDNAphage	1	Unknown	Yes	None	None
D2_4871519||	2757	3	2	0	No	ssDNA	0	Myoviridae	No	None	None
D3_2693514||	2757	4	1	0	No	ssDNA	0	Myoviridae	Yes	None	None
D3_6519114||	2757	3	1	0	No	dsDNAphage	2	Siphoviridae	No	None	None
D4_1205296||	2757	5	0	0	No	ssDNA	0	Unknown	Yes	None	None
D1_1876523||	2756	4	2	0	No	ssDNA	0	Unknown	Yes	00014-contigs	Cyanobacteriia
D1_4250948||	2756	8	2	1	Yes	dsDNAphage	0	Unknown	Yes	None	None
D1_5970309||	2756	3	1	0	No	dsDNAphage	0	Unknown	No	None	None
D2_542992||	2756	2	0	2	No	ssDNA	0	Unknown	No	None	None
D2_5978612||	2756	6	0	0	No	ssDNA	0	Unknown	Yes	None	None
D2_6056750||	2756	3	1	0	No	ssDNA	0	Unknown	No	None	None
D2_7160152||	2756	3	1	0	No	dsDNAphage	0	Unknown	No	None	None
D3_277895||	2756	4	1	0	No	ssDNA	0	Unknown	Yes	None	None
D3_476526||	2756	4	0	0	No	ssDNA	0	Unknown	Yes	None	None
D3_5140263||	2756	2	1	0	No	dsDNAphage	1	Myoviridae	No	00036-contigs	Gammaproteobacteria
D4_3133374||	2756	4	0	0	No	ssDNA	0	Unknown	Yes	00020-contigs	Cyanobacteriia
D1_5534544||	2755	4	3	0	No	ssDNA	0	Unknown	Yes	00014-contigs	Cyanobacteriia
D2_5071610||	2755	3	1	0	No	dsDNAphage	1	Unknown	No	None	None
D2_8274861||	2755	3	1	0	No	ssDNA	0	Unknown	No	None	None
D3_5059154||	2755	5	3	0	No	ssDNA	0	Unknown	Yes	None	None
D3_7750482||	2755	3	0	0	No	ssDNA	0	Unknown	No	00048-contigs	Cyanobacteriia
D4_2639618||	2755	2	1	0	No	ssDNA	0	Podoviridae	No	None	None
D4_5604430||	2755	5	1	0	No	ssDNA	0	Unknown	Yes	None	None
D4_651481||	2755	4	0	0	No	ssDNA	0	Unknown	Yes	None	None
D1_5101380||	2754	3	0	2	No	ssDNA	0	Unknown	No	None	None
D2_5072771||	2754	3	3	0	No	ssDNA	0	Myoviridae	No	None	None
D3_2167380||	2754	4	0	0	No	ssDNA	0	Unknown	Yes	None	None
D3_4050302||	2754	5	1	1	Yes	dsDNAphage	1	Unknown	Yes	00008-contigs	Alphaproteobacteria
D4_5733808||	2754	3	0	3	No	ssDNA	0	Unknown	No	None	None
D1_172963||	2753	3	1	0	No	dsDNAphage	1	Unknown	No	00014-contigs	Cyanobacteriia
D1_508339||	2753	5	3	0	No	dsDNAphage	2	Unknown	Yes	00009-contigs	Bacteroidia
